"post_id","additional_short_info","additional_info","is_closed","cinema_image_id","number_of_cinemas","number_of_cinema_halls","number_of_seats","offer_3d","program_announcement_telephone_number","ticket_ordering_hotline","ticket_ordering_url","directions","parking_place","prices","geo_degree_of_latitude","geo_degree_of_longitude","spc_id","ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count","import_source"
3997404,,,n,,,,,y,,,,,Center Parkplatz,,51.57199960,14.37934580,,3997404,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Spree-Kino Spremberg,"",publish,open,closed,"",spree-kino-spremberg,"","",2022-02-04 21:31:57.000,2022-02-04 20:31:57.000,"",0,http://relaunch.kino.de/?company=spree-kino-spremberg,0,company,"",0,
3997405,,,n,,,,,y,,,,ja,am Haus,,50.27424730,8.65025490,,3997405,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmtheater Friedrichsdorf,"",publish,open,closed,"",filmtheater-friedrichsdorf,"","",2015-06-02 11:37:19.000,2015-06-02 09:37:19.000,"",0,http://relaunch.kino.de/?company=filmtheater-friedrichsdorf,0,company,"",0,
3997406,,,n,,,,,n,,,,,,,54.68762660,8.56965170,,3997406,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmtheater am Sandwall,"",publish,open,closed,"",filmtheater-am-sandwall,"","",2015-06-02 11:37:17.000,2015-06-02 09:37:17.000,"",0,http://relaunch.kino.de/?company=filmtheater-am-sandwall,0,company,"",0,
3997407,,,n,,,,,y,,"040-468668628",http://www.das-passage.de/index.php/PID/3577.html,"Bahn, S-Bahn, Bus",Nein,Dienstag: Kinotag/ Mittwoch: Sch,53.55076670,9.99855200,,3997407,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Passage Kino Hamburg,"",publish,open,closed,"",passage-kino-hamburg,"","",2022-03-30 13:30:25.000,2022-03-30 11:30:25.000,"",0,http://relaunch.kino.de/?company=passage-kino-hamburg,0,company,"",0,
3997409,,,n,14118116,,,,n,,"030-92255305",,"U7, Haltestelle ""Blissestra",,,52.48448390,13.32014190,,3997409,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Eva-Lichtspiele,"",publish,open,closed,"",eva-lichtspiele,"","",2022-02-11 15:30:44.000,2022-02-11 14:30:44.000,"",0,http://relaunch.kino.de/?company=eva-lichtspiele,0,company,"",0,
3997411,,,n,,,,,n,,,,,,,52.10945980,11.59898300,,3997411,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Scala,"",publish,open,closed,"",scala-4,"","",2015-06-02 11:37:21.000,2015-06-02 09:37:21.000,"",0,http://relaunch.kino.de/?company=scala-4,0,company,"",0,
3997412,,,n,,,,,y,"05451-948550",,,,,,52.27264100,7.71327610,,3997412,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Apollo-Kino-Center,"",publish,open,closed,"",apollo-kino-center,"","",2022-02-04 21:32:28.000,2022-02-04 20:32:28.000,"",0,http://relaunch.kino.de/?company=apollo-kino-center,0,company,"",0,
3997415,,,n,,,,,n,"030-62704645",,http://www.yorck.de,U-Bahn: U8 Boddinstra,,"Dienstag bis Sonntag: 10,00 ?/ Montag: 7,50 ?/ Kinder bis 14 Jahren: 6,00 ?


",52.47892000,13.42826000,,3997415,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Rollberg Kinos,"",publish,open,closed,"",rollberg-kinos,"","",2022-03-15 12:30:29.000,2022-03-15 11:30:29.000,"",0,http://relaunch.kino.de/?company=rollberg-kinos,0,company,"",0,
3997416,,,n,,,,,y,"040-7008547","040-7008547",,m,vorhanden,,53.46415330,9.79970290,,3997416,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",DAS Kino,"",publish,open,closed,"",das-kino-2,"","",2022-02-04 21:32:47.000,2022-02-04 20:32:47.000,"",0,http://relaunch.kino.de/?company=das-kino-2,0,company,"",0,
3997419,,,n,,,,,y,,"0 62 82/92 98 03",,,,,49.58683930,9.36566720,,3997419,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Löwenlichtspiele,"",publish,open,closed,"",loewenlichtspiele,"","",2018-10-11 15:39:51.000,2018-10-11 13:39:51.000,"",0,http://relaunch.kino.de/?company=loewenlichtspiele,0,company,"",0,
3997421,,Baujahr 1960,n,,,,,n,"07622-8361",,,m,"200","5,- ? bis 6,-?",47.64827170,7.82231910,,3997421,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Scala Filmtheater,"",publish,open,closed,"",scala-5,"","",2021-07-07 14:30:35.000,2021-07-07 12:30:35.000,"",0,http://relaunch.kino.de/?company=scala-5,0,company,"",0,
3997422,,,n,,,,,n,,"06131 21 33 49 5",,,,"Dienstag Kinotag: 6,00 ?",50.00245250,8.26489500,,3997422,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Capitol,"",publish,open,closed,"",capitol-29,"","",2022-03-24 17:30:38.000,2022-03-24 16:30:38.000,"",0,http://relaunch.kino.de/?company=capitol-29,0,company,"",0,
3997423,,,n,,,,,y,"0221-254141","02212585644",,"U Bahn Linien 3/4/5, 12/15
Haltestelle Friesenplatz, Ausgang Magnusstraße",,"Donnerstag Kinotag 4 Euro
Montag bis Mittwoch 5 Euro
Freitag bis Sonntag 7,50 Euro",50.94025070,6.93999130,,3997423,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"","Rex am Ring ""Lichtspiele""","",publish,open,closed,"",rex-am-ring-lichtspiele,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=rex-am-ring-lichtspiele,0,company,"",0,
3997426,,,n,,,,,n,,,,"2 Minuten vom Bahnhof entfernt",ausreichend kostenlose Parkplätze,"Do.- Kinotag, Eintritt nur 4,-?",48.53871590,9.28963930,,3997426,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Luna-Filmtheater,"",publish,open,closed,"",luna-filmtheater-2,"","",2015-06-02 11:37:20.000,2015-06-02 09:37:20.000,"",0,http://relaunch.kino.de/?company=luna-filmtheater-2,0,company,"",0,
3997427,,,n,,,,,y,"06321-2660","06321-2659",https://www.mars-edv.de,Bus,"",,49.35351000,8.14241950,,3997427,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Roxy Kinos,"",publish,open,closed,"",roxy-kinos,"","",2022-02-17 15:30:25.000,2022-02-17 14:30:25.000,"",0,http://relaunch.kino.de/?company=roxy-kinos,0,company,"",0,
3997428,,,n,,,,,y,,,,,,,52.17567350,14.24878990,,3997428,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kino Schukurama,"",publish,open,closed,"",kino-schukurama,"","",1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",0,http://relaunch.kino.de/?company=kino-schukurama,0,company,"",0,
3997434,,,n,,,,,y,"03675-707373",,,,,,50.35883600,11.16992960,,3997434,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kammer-Lichtspiele,"",publish,open,closed,"",kammer-lichtspiele-6,"","",2017-10-25 12:30:45.000,2017-10-25 10:30:45.000,"",0,http://relaunch.kino.de/?company=kammer-lichtspiele-6,0,company,"",0,
3997437,,,n,,,,,n,,"05622-98830",,,"vorhanden, gratis parken",,51.12168690,9.27792080,,3997437,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cine Royal,"",publish,open,closed,"",cine-royal,"","",2015-06-02 11:37:19.000,2015-06-02 09:37:19.000,"",0,http://relaunch.kino.de/?company=cine-royal,0,company,"",0,
3997441,,,n,,,,,n,"07475-229",,,,,,48.29021850,9.10855930,,3997441,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Alb-Lichtspiele,"",publish,open,closed,"",alb-lichtspiele,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=alb-lichtspiele,0,company,"",0,
3997443,,,n,,,,,n,,,,,,,54.23422590,10.28148110,,3997443,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Capitol Filmtheater,"",publish,open,closed,"",capitol-filmtheater-6,"","",2015-06-02 11:37:20.000,2015-06-02 09:37:20.000,"",0,http://relaunch.kino.de/?company=capitol-filmtheater-6,0,company,"",0,
3997444,,,n,,,,,n,"08342-916683",,,,ja,,47.77998700,10.61685660,,3997444,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmburg - Das Theaterkino,"",publish,open,closed,"",filmburg-das-theaterkino,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=filmburg-das-theaterkino,0,company,"",0,
3997445,,,n,,,,,y,"0711-292495","0711-292495",https://www.kinoheld.de,ja,gro,"Normalpreis: 7,70 ? - 9,90 ? / Kinotag: 6,60 ?",48.77303070,9.17478320,,3997445,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,<p>Arthaus Erstauff,Delphi Arthaus Kino,"",publish,open,closed,"",delphi-arthaus-kino,"","",2022-02-04 21:33:47.000,2022-02-04 20:33:47.000,"",0,http://relaunch.kino.de/?company=delphi-arthaus-kino,0,company,"",0,
3997447,,,n,,,,,y,,,,,,,47.49286100,11.08689400,,3997447,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinocenter Garmisch &amp; Aspen-Theater im Lamm,"",publish,open,closed,"",kinocenter-garmisch-aspen-theater-im-lamm,"","",2019-12-19 10:30:47.000,2019-12-19 09:30:47.000,"",0,http://relaunch.kino.de/?company=kinocenter-garmisch-aspen-theater-im-lamm,0,company,"",0,
3997451,,gegründet 1907,n,,,,,n,"030-6924785","030-6924785",,"U7/ U8 Herrmannplatz , U8 Schönleinstraße",,"8,00 ? /7,00 ? erm",52.49041670,13.42354840,,3997451,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Moviemento Kino in Berlin,"",publish,open,closed,"",moviemento-kino-in-berlin,"","",2015-06-02 11:37:19.000,2015-06-02 09:37:19.000,"",0,http://relaunch.kino.de/?company=moviemento-kino-in-berlin,0,company,"",0,
3997452,,,n,,,,,n,,,,,,,52.15551000,11.63266000,,3997452,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Studiokino,"",publish,open,closed,"",studiokino,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=studiokino,0,company,"",0,
3997453,,,n,,,,,n,,"08 51/75 28 15",,,ja,,48.57173200,13.45329850,,3997453,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Film Theater Metropolis,"",publish,open,closed,"",film-theater-metropolis,"","",2016-12-13 19:47:34.000,2016-12-13 18:47:34.000,"",0,http://relaunch.kino.de/?company=film-theater-metropolis,0,company,"",0,
3997455,,,n,,,,,n,,,,,,,54.32448930,10.13799790,,3997455,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kommunales Kino in der Pumpe,"",publish,open,closed,"",kommunales-kino-in-der-pumpe,"","",2015-06-02 11:37:21.000,2015-06-02 09:37:21.000,"",0,http://relaunch.kino.de/?company=kommunales-kino-in-der-pumpe,0,company,"",0,
3997459,,,n,,,,,n,,"030-2425969",http://www.babylonberlin.de,"S-Bahn: Alexanderplatz
Bus: 100, 200, 340, 348  Stop: Alexanderplatz",bewirtschaftet,"Montag - Sonntag: 9,00 ?	 
Freundeskreis-Mitglieder: 4,00 ? 
ab 130 Minuten Filml",52.52595870,13.41114220,,3997459,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",BABYLON,"",publish,open,closed,"",babylon-2,"","",2022-03-24 17:30:36.000,2022-03-24 16:30:36.000,"",0,http://relaunch.kino.de/?company=babylon-2,0,company,"",0,
3997465,,,n,,,,,n,,,,"Bus, S-Bahn","12 Parkpl",,50.78451010,7.19620160,,3997465,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Studio Kino Lounge,"",publish,open,closed,"",studio-kino-lounge,"","",2022-03-31 14:30:17.000,2022-03-31 12:30:17.000,"",0,http://relaunch.kino.de/?company=studio-kino-lounge,0,company,"",0,
3997467,,,n,,,,,n,,,http://www.bremerfilmkunsttheater.de/Kino_Reservierungen/Atlantis.html,ja,nein,,53.07491910,8.80558550,,3997467,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Atlantis Filmtheater,"",publish,open,closed,"",atlantis-filmtheater,"","",2016-11-09 17:31:46.000,2016-11-09 16:31:46.000,"",0,http://relaunch.kino.de/?company=atlantis-filmtheater,0,company,"",0,
3997471,,,n,,,,,y,"05171-6352",,,,Über 200 Parkplätze direkt vor dem Kino,,52.32430250,10.22957660,,3997471,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Astoria-Theater,"",publish,open,closed,"",astoria-theater,"","",2018-10-15 15:35:50.000,2018-10-15 13:35:50.000,"",0,http://relaunch.kino.de/?company=astoria-theater,0,company,"",0,
3997473,,,n,,,,,n,"0561-710550",,,alle Linien,,,51.31436100,9.47301900,,3997473,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Bali im Kulturbahnhof,"",publish,open,closed,"",bali-2,"","",2018-12-10 14:21:40.000,2018-12-10 13:21:40.000,"",0,http://relaunch.kino.de/?company=bali-2,0,company,"",0,
3997475,,,n,,,,,n,"02522-60200",,,"Bus, Bahn (Nähe Bahnhof)",ja,,51.82651000,8.14295000,,3997475,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmzentrum Kino am Rathaus,"",publish,open,closed,"",filmzentrum-kino-am-rathaus,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=filmzentrum-kino-am-rathaus,0,company,"",0,
3997476,,,n,,,,,n,"0511-14454","05 11/1 44 54",,,,,52.37703160,9.73190370,,3997476,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Hochhaus-Lichtspiele,"",publish,open,closed,"",hochhaus-lichtspiele,"","",2019-12-02 11:30:55.000,2019-12-02 10:30:55.000,"",0,http://relaunch.kino.de/?company=hochhaus-lichtspiele,0,company,"",0,
3997478,,,n,,,,,y,,"0221 / 95 195 555",,,,,50.94771770,6.94252030,,3997478,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinedom,"",publish,open,closed,"",cinedom,"","",2020-02-06 10:31:01.000,2020-02-06 09:31:01.000,"",0,http://relaunch.kino.de/?company=cinedom,0,company,"",0,
3997480,,,n,,,,,y,,"07423-2500",,ja,ja,,48.29272760,8.57329810,,3997480,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinoparadies Oberndorf,"",publish,open,closed,"",kkk-filmtheater,"","",2022-03-25 15:30:44.000,2022-03-25 14:30:44.000,"",0,http://relaunch.kino.de/?company=kkk-filmtheater,0,company,"",0,
3997481,,,n,,,,,y,,"0 99 71/2 02 20",,,ca. 200,,49.21946400,12.66638380,,3997481,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cine-World Cham,"",publish,open,closed,"",cine-world-cham,"","",2017-10-26 15:31:53.000,2017-10-26 13:31:53.000,"",0,http://relaunch.kino.de/?company=cine-world-cham,0,company,"",0,
3997485,,,n,9967898,,,,y,,,,,,,47.49460300,11.10717020,,3997485,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Hochland-Kino,"",publish,open,closed,"",hochland-kino,"","",2019-12-19 10:30:48.000,2019-12-19 09:30:48.000,"",0,http://relaunch.kino.de/?company=hochland-kino,0,company,"",0,
3997488,,,n,,,,,n,,,,,,,52.26032470,9.04955850,,3997488,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Residenz-Kino-Center,"",publish,open,closed,"",residenz-kino-center-2,"","",2015-06-02 11:37:17.000,2015-06-02 09:37:17.000,"",0,http://relaunch.kino.de/?company=residenz-kino-center-2,0,company,"",0,
3997490,,,n,,,,,y,"0234-2390222","0234-2390222",http://www.uci-kinowelt.de/Bochum_Ruhr_Park/Programm,,"7.500 kostenlose Parkpl",,51.49427500,7.28360500,,3997490,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,<p>United Cinemas International (UCI) betreibt Kinos in Gro,UCI Ruhr Park,"",publish,open,closed,"",uci-kinowelt-ruhr-park,"","",2022-02-04 21:35:15.000,2022-02-04 20:35:15.000,"",0,http://relaunch.kino.de/?company=uci-kinowelt-ruhr-park,0,company,"",0,
3997491,,,n,,,,,y,,"04 81/68 68 11",,,,,54.19298380,9.09106070,,3997491,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",LichtBlick Heide,"",publish,open,closed,"",lichtblick-3,"","",2022-02-11 17:30:19.000,2022-02-11 16:30:19.000,"",0,http://relaunch.kino.de/?company=lichtblick-3,0,company,"",0,
3997492,,,n,,,,,n,,"08 51/9 88 35 50",,ja,ja,diverse Erm,48.57484680,13.46941500,,3997492,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Scharfrichter-Kino,"",publish,open,closed,"",scharfrichter-kino,"","",2016-12-13 19:47:35.000,2016-12-13 18:47:35.000,"",0,http://relaunch.kino.de/?company=scharfrichter-kino,0,company,"",0,
3997494,,,n,,,,,n,,,,,,,52.13577820,11.61575740,,3997494,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Oli Lichtspiele Magdeburg,"",publish,open,closed,"",oli-lichtspiele-magdeburg,"","",2015-06-02 11:37:22.000,2015-06-02 09:37:22.000,"",0,http://relaunch.kino.de/?company=oli-lichtspiele-magdeburg,0,company,"",0,
3997495,,,n,,,,,n,"0711-9189640","0711-9189640",,S1: Esslingen/Plochingen/Kirchheim,ca. 12,nach Filml,48.76324670,9.27042030,,3997495,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinothek,"",publish,open,closed,"",kinothek-2,"","",2022-02-04 21:33:49.000,2022-02-04 20:33:49.000,"",0,http://relaunch.kino.de/?company=kinothek-2,0,company,"",0,
3997500,,,n,,,,,n,"0551-484523",,http://www.lumiere-melies.de,ja,ja,,51.52753080,9.94369280,,3997500,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Lumière,"",publish,open,closed,"",lumiere,"","",2022-02-18 15:30:18.000,2022-02-18 14:30:18.000,"",0,http://relaunch.kino.de/?company=lumiere,0,company,"",0,
3997501,,,n,,,,,n,"030-8316417",,http://www.yorck.de,U3 + Bus Thielplatz,,"Dienstag bis Sonntag: 10,50 ?/ Montag: 7,50 ?



",52.45268310,13.28662830,,3997501,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Capitol Dahlem,"",publish,open,closed,"",capitol-dahlem,"","",2022-03-15 15:30:21.000,2022-03-15 14:30:21.000,"",0,http://relaunch.kino.de/?company=capitol-dahlem,0,company,"",0,
3997507,,,n,,,,,n,,,,,,,52.67799360,13.59539470,,3997507,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast Bernau,"",publish,open,closed,"",filmpalast-bernau,"","",1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",0,http://relaunch.kino.de/?company=filmpalast-bernau,0,company,"",0,
3997508,,,n,,,,,n,"0511-317802","05 11/31 78 02",,,,,52.37882420,9.74346680,,3997508,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kino am Raschplatz,"",publish,open,closed,"",kino-am-raschplatz,"","",2019-12-02 11:30:56.000,2019-12-02 10:30:56.000,"",0,http://relaunch.kino.de/?company=kino-am-raschplatz,0,company,"",0,
3997511,,,n,,,,,n,,"05321/2855",http://www.cineplex.de/goslar,m,keine Parkpl,Montag und Dienstag: Kinotag,51.90764850,10.43213100,,3997511,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Goslarer Theater,"",publish,open,closed,"",goslarer-theater,"","",2018-12-10 14:21:37.000,2018-12-10 13:21:37.000,"",0,http://relaunch.kino.de/?company=goslarer-theater,0,company,"",0,
3997513,,,n,,,,,y,,,,ja,,,49.70019410,9.25542340,,3997513,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Schloß-Theater,"",publish,open,closed,"",schloss-theater-3,"","",2022-04-04 04:30:29.000,2022-04-04 02:30:29.000,"",0,http://relaunch.kino.de/?company=schloss-theater-3,0,company,"",0,
3997514,,,n,,,,,n,"02352-22279","02352/22279",,,vorhanden,,51.29682420,7.67826880,,3997514,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,<p>Im Jahr 1901 wurde das Apollo-Service-Kino in der sauerl,Apollo Service-Kino,"",publish,open,closed,"",apollo-service-kino,"","",2018-11-01 14:47:08.000,2018-11-01 13:47:08.000,"",0,http://relaunch.kino.de/?company=apollo-service-kino,0,company,"",0,
3997515,,,n,,,,,n,,,,,,,52.20916020,9.12152180,,3997515,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Metropol-Theater,"",publish,open,closed,"",metropol-theater-3,"","",2015-06-02 11:37:17.000,2015-06-02 09:37:17.000,"",0,http://relaunch.kino.de/?company=metropol-theater-3,0,company,"",0,
3997516,,,n,,,,,y,"08022-26767",,,ja,"85 Parkpl",,47.68663750,11.75920200,,3997516,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinos am Tegernsee,"",publish,open,closed,"",kinos-am-tegernsee,"","",2020-01-27 11:30:33.000,2020-01-27 10:30:33.000,"",0,http://relaunch.kino.de/?company=kinos-am-tegernsee,0,company,"",0,
3997522,,,n,,,,,y,,,http://www.cinestar.de/de/kino/dortmund-cinestar,,,,51.51974610,7.46202680,,3997522,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineStar - Der Filmpalast,"",publish,open,closed,"",cinestar-der-filmpalast-38,"","",2020-01-10 13:30:59.000,2020-01-10 12:30:59.000,"",0,http://relaunch.kino.de/?company=cinestar-der-filmpalast-38,0,company,"",0,
3997525,,,n,,,,,y,"09561-239052","09561-239051",,,,,50.26321990,10.96713800,,3997525,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Utopolis,"",publish,open,closed,"",utopolis,"","",2015-06-02 11:37:23.000,2015-06-02 09:37:23.000,"",0,http://relaunch.kino.de/?company=utopolis,0,company,"",0,
3997526,,,n,,,,,y,"08441-78810","08441/78810",,Bus,,,48.52180100,11.53123250,,3997526,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineradoPlex,"",publish,open,closed,"",cineradoplex,"","",2016-12-16 16:30:53.000,2016-12-16 15:30:53.000,"",0,http://relaunch.kino.de/?company=cineradoplex,0,company,"",0,
3997527,,,n,,,,,y,"040-52650421",,https://www.cinemotion-kino.de,U 1 bis Norderstedt Mitte,Parkhaus und Parkpl,"Kinder ab 5,00 ?; Erwachsene ab 7,50 ?",53.70741440,9.99037580,,3997527,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineMotion - Spectrum Kino-Center Norderstedt,"",publish,open,closed,"",spectrum-kino-center-norderstedt,"","",2022-02-04 21:32:48.000,2022-02-04 20:32:48.000,"",0,http://relaunch.kino.de/?company=spectrum-kino-center-norderstedt,0,company,"",0,
3997533,,,n,,,,,y,"0340-2553333","0340-2553333",http://www.uci-kinowelt.de/Dessau/Programm,,Kostenlose Parkpl,,51.83939110,12.23920470,,3997533,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,<p>United Cinemas International (UCI) betreibt Kinos in Gro,UCI Dessau,"",publish,open,closed,"",uci-kinowelt-dessau,"","",2022-02-04 21:35:17.000,2022-02-04 20:35:17.000,"",0,http://relaunch.kino.de/?company=uci-kinowelt-dessau,0,company,"",0,
3997540,,"Super-Kino-Dienstag, bis 17h Happy-Family Preise

",n,,,,,y,"0941-41625",,,"Bus 12, 13, 14, 16","300 im Umkreis von 2 km",,49.02831300,12.10464100,,3997540,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Regina Filmtheater,"",publish,open,closed,"",regina-filmtheater-2,"","",2022-02-04 21:34:33.000,2022-02-04 20:34:33.000,"",0,http://relaunch.kino.de/?company=regina-filmtheater-2,0,company,"",0,
3997541,,,n,,,,,y,"09761-2063",,,,,,50.30057900,10.47029280,,3997541,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Stadtsaal-Lichtspiele,"",publish,open,closed,"",stadtsaal-lichtspiele,"","",2021-05-31 16:31:35.000,2021-05-31 14:31:35.000,"",0,http://relaunch.kino.de/?company=stadtsaal-lichtspiele,0,company,"",0,
3997547,,,n,,,,,n,,,,,,,52.32780440,9.19711570,,3997547,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinocenter Stadthagen,"",publish,open,closed,"",kinocenter-stadthagen,"","",2015-06-02 11:37:17.000,2015-06-02 09:37:17.000,"",0,http://relaunch.kino.de/?company=kinocenter-stadthagen,0,company,"",0,
3997548,,,n,,,,,n,,,,,,,,,,3997548,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinomobil,"",publish,open,closed,"",kinomobil,"","",2022-02-04 21:34:55.000,2022-02-04 20:34:55.000,"",0,http://relaunch.kino.de/?company=kinomobil,0,company,"",0,
3997551,,,n,,,,,n,"0521-55767750",,,,,,52.02717790,8.53430510,,3997551,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kamera Filmkunsttheater,"",publish,open,closed,"",kamera-filmkunsttheater,"","",2023-07-10 15:55:44.000,2023-07-10 13:55:44.000,"",0,http://relaunch.kino.de/?company=kamera-filmkunsttheater,0,company,"",0,
3997553,,,n,,,,,n,,"07161-9873880",,,vor dem Kino,,48.70008400,9.71141800,,3997553,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Schlosstheater in der Mensa des EKG,"",publish,open,closed,"",schlosstheater-in-der-mensa-des-ekg,"","",2015-06-02 11:37:20.000,2015-06-02 09:37:20.000,"",0,http://relaunch.kino.de/?company=schlosstheater-in-der-mensa-des-ekg,0,company,"",0,
3997554,,,n,,,,,n,,,,,vorhanden,,48.79030000,8.33457780,,3997554,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Merkur-Film-Center,"",publish,open,closed,"",merkur-film-center,"","",2021-06-18 17:30:24.000,2021-06-18 15:30:24.000,"",0,http://relaunch.kino.de/?company=merkur-film-center,0,company,"",0,
3997558,,,n,,,,,y,,,,,,,48.05038670,9.33150880,,3997558,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kino-Center Mengen,"",publish,open,closed,"",kino-center-mengen,"","",2015-06-02 11:37:23.000,2015-06-02 09:37:23.000,"",0,http://relaunch.kino.de/?company=kino-center-mengen,0,company,"",0,
3997559,,,n,,,,,n,"0861-4777",,,,"700 Parkplätze",,47.86928220,12.63915770,,3997559,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",FT Central-City-Camera,"",publish,open,closed,"",ft-central-city-camera,"","",2015-06-02 11:37:23.000,2015-06-02 09:37:23.000,"",0,http://relaunch.kino.de/?company=ft-central-city-camera,0,company,"",0,
3997561,,,n,,,,,y,"06621-504419",,,,,,50.86929870,9.71350290,,3997561,111419,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cineplex,"",publish,open,closed,"",cineplex-6,"","",2017-09-08 16:02:58.000,2017-09-08 14:02:58.000,"",0,http://relaunch.kino.de/?company=cineplex-6,0,company,"",0,
